"parameters","objective","scenario","catch_rule","stat_yrs","fhist","stock","idxB_lag","idxB_range_3","exp_b","comp_b_multiplier","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","fitness","iter","risk_penalty"
"none","MSY","GA","hr","all","one-way","mut",1,1,1,1.4,1,1,Inf,0,0.04668,0.15324,0.01196,0,350.382095771206,0.147676692535506,87.7590982673466,1.51397633082946,0.723368091781277,1.04819306521248,0.225795461067936,-0.834644857109874,NA,NA
"none","MSY","GA","hr","all","random","mut",1,1,1,1.4,1,1,Inf,0,0.44744,0.58456,0.33908,0.13052,187.081450228079,0.185829883963645,77.3491324605583,0.808365755559357,0.910254734520129,0.923856623940785,0.262619538018466,-0.977837158518324,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","mut",1,1,1,1.4,1,1,1.2,0.7,0.0456,0.12332,0.015,0,385.998029411198,0.134345397832516,86.6212376761266,1.66787026885348,0.658067108635563,1.03460247911436,0.2,-0.948072747967844,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","mut",1,1,1,1.4,1,1,1.2,0.7,0.374,0.49144,0.29728,0.17212,236.312563299788,0.142939163374973,75.1514315310296,1.02108992391876,0.700162145265453,0.897607324218888,0.2,-0.697482599699876,NA,NA
"none","MSY-PA","GA","hr","all","one-way","mut",1,1,1,1.4,1,1,Inf,0,0.04668,0.15324,0.01196,0,350.382095771206,0.147676692535506,87.7590982673466,1.51397633082946,0.723368091781277,1.04819306521248,0.225795461067936,-0.794362392782189,NA,0.00639753567231505
"none","MSY-PA","GA","hr","all","random","mut",1,1,1,1.4,1,1,Inf,0,0.44744,0.58456,0.33908,0.13052,187.081450228079,0.185829883963645,77.3491324605583,0.808365755559357,0.910254734520129,0.923856623940785,0.262619538018466,-5.53039715851832,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","mut",1,1,1,1.4,1,1,1.2,0.7,0.0456,0.12332,0.015,0,385.998029411198,0.134345397832516,86.6212376761266,1.66787026885348,0.658067108635563,1.03460247911436,0.2,-0.906202892137027,NA,0.00373014416918348
"none","MSY-PA","GA_cond_cap","hr","all","random","mut",1,1,1,1.4,1,1,1.2,0.7,0.374,0.49144,0.29728,0.17212,236.312563299788,0.142939163374973,75.1514315310296,1.02108992391876,0.700162145265453,0.897607324218888,0.2,-5.32348259969988,NA,5
"mult","MSY","GA","hr","all","one-way","mut",1,1,1,1.4,1,1.54,Inf,0,0.2188,0.4966,0.07512,0.00364,232.332926684985,0.208755066409178,91.002197396449,1.00389419470534,1.02254967554731,1.08692858191715,0.258952078613961,-0.56857485523645,1,NA
"mult","MSY","GA","hr","all","random","mut",1,1,1,1.4,1,0.84,Inf,0,0.35448,0.50064,0.24936,0.07496,231.04787199927,0.18126340703098,80.5209074111851,0.998341564015945,0.887886657010871,0.961740245961758,0.246135648300201,-0.640533838322498,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","mut",1,1,1,1.4,1,1.84,1.2,0.7,0.268,0.49764,0.12772,0.02124,232.11457965345,0.194452638848143,87.4702127047661,1.00295073257745,0.952491770301505,1.04474262133469,0.2,-0.515693353912137,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","mut",1,1,1,1.4,1,1.02,1.2,0.7,0.38388,0.49984,0.30488,0.17872,231.46741005626,0.142564862040298,74.7413986558561,1.0001543583791,0.69832869655011,0.892709899054414,0.2,-0.691324459324685,1,NA
"mult","MSY-PA","GA","hr","all","one-way","mut",1,1,1,1.4,1,1.01,Inf,0,0.04784,0.1578,0.01216,0,347.357366383815,0.148931806213163,87.9254862938653,1.50090668841639,0.729516043569655,1.05018040075916,0.22612294925684,-0.788624802699899,1,0.0114147642675153
"mult","MSY-PA","GA","hr","all","random","mut",1,1,1,1.4,1,0.36,Inf,0,0.05052,0.11772,0.02436,0,483.848049570014,0.101653556635756,73.4606903979183,2.09067330667871,0.497931921577315,0.877413143036694,0.214355521483999,-1.47093040405008,1,0.0433147189240658
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","mut",1,1,1,1.4,1,1.03,1.2,0.7,0.04816,0.13376,0.01576,0,377.263256142316,0.137414084819078,87.1557721152675,1.63012792943645,0.673098527687759,1.04098694868261,0.2,-0.88450492405012,1,0.0133900459310656
"mult","MSY-PA","GA_cond_cap","hr","all","random","mut",1,1,1,1.4,1,0.37,1.2,0.7,0.05064,0.10204,0.0282,0.00176,518.306439952594,0.0930876239483115,71.5108226428465,2.23956558190436,0.455973219252276,0.854123958219396,0.2,-1.6314101505214,1,0.0459685268364403
"all","MSY","GA","hr","all","one-way","mut",1,3,1,0.7,1,1.47,Inf,0.4,0.27996,0.4998,0.1576,0.05792,231.457370433479,0.196491742160443,86.4279116154564,1.00011097787694,0.962479956295099,1.03229339618028,0.123198834511527,-0.435563208568752,29,NA
"all","MSY","GA","hr","all","random","mut",0,3,1,0.9,1,0.83,Inf,0.15,0.35016,0.49604,0.24596,0.06292,233.602820466214,0.193191367504042,83.2088096671055,1.00938131619543,0.94631365627595,0.993844501363766,0.111277272439062,-0.476974087270724,16,NA
"all","MSY-PA","GA","hr","all","one-way","mut",0,2,1,1.3,1,1,Inf,0,0.04464,0.15072,0.01148,0,349.236520022149,0.151864540314064,89.561858485528,1.50902637879088,0.743881521519135,1.06972520029871,0.132245276214634,-0.713305663186848,11,0.00230880788262037
"all","MSY-PA","GA","hr","all","random","mut",0,3,1,0.7,1,0.35,Inf,0.17,0.04728,0.11052,0.02296,0,492.148544338962,0.101907868200122,74.5388040489882,2.12653915931795,0.499177621679848,0.890290112774005,0.090146624017227,-1.33502757638986,33,0.00863190582868576
"all","MSY-PA","GA_cond_cap","hr","all","one-way","mut",0,3,1,1.6,1,1.02,1.2,0.7,0.04812,0.15168,0.01368,0,354.424536911358,0.148824501528867,89.7782559282412,1.53144343396865,0.728990430601312,1.0723098473981,0.12187445323367,-0.738753335883722,31,0.013125601283301
"all","MSY-PA","GA_cond_cap","hr","all","random","mut",0,3,1,0.8,1,0.34,1.2,0.7,0.04968,0.10188,0.02784,0,509.680379563124,0.0967407661235063,72.5102808740478,2.20229298317405,0.473867488408128,0.866061469059847,0.104762624973195,-1.46953874297252,46,0.0285446038851167
"none","MSY","GA","hr","all","one-way","sbb",1,1,1,1.4,1,1,Inf,0,0.05472,0.20164,0.0274,0,357.946451446084,0.168492210364042,79.5364442152421,1.39640236575406,0.770351096143393,1.06163563260526,0.231190843161823,-0.743948841521145,NA,NA
"none","MSY","GA","hr","all","random","sbb",1,1,1,1.4,1,1,Inf,0,0.49048,0.65316,0.42076,0.20416,167.271639476447,0.197541525309163,64.6036506234878,0.652551553856243,0.903165376173544,0.862315862558167,0.261166534864236,-1.23677911844983,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","sbb",1,1,1,1.4,1,1,1.2,0.7,0.05436,0.16064,0.03048,0,397.244500841995,0.150588720730223,78.7696271009166,1.54970990358345,0.688495841028601,1.05140031997227,0.2,-0.855470223555728,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","sbb",1,1,1,1.4,1,1,1.2,0.7,0.41476,0.561,0.36192,0.20884,215.491908626924,0.159509252734587,64.7194126107742,0.840665998480557,0.729280762734454,0.863861029076697,0.2,-0.910232972442745,NA,NA
"none","MSY-PA","GA","hr","all","one-way","sbb",1,1,1,1.4,1,1,Inf,0,0.05472,0.20164,0.0274,0,357.946451446084,0.168492210364042,79.5364442152421,1.39640236575406,0.770351096143393,1.06163563260526,0.231190843161823,-1.0222690193966,NA,0.333040177875452
"none","MSY-PA","GA","hr","all","random","sbb",1,1,1,1.4,1,1,Inf,0,0.49048,0.65316,0.42076,0.20416,167.271639476447,0.197541525309163,64.6036506234878,0.652551553856243,0.903165376173544,0.862315862558167,0.261166534864236,-5.74629911844983,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","sbb",1,1,1,1.4,1,1,1.2,0.7,0.05436,0.16064,0.03048,0,397.244500841995,0.150588720730223,78.7696271009166,1.54970990358345,0.688495841028601,1.05140031997227,0.2,-1.08237489142156,NA,0.281264667865836
"none","MSY-PA","GA_cond_cap","hr","all","random","sbb",1,1,1,1.4,1,1,1.2,0.7,0.41476,0.561,0.36192,0.20884,215.491908626924,0.159509252734587,64.7194126107742,0.840665998480557,0.729280762734454,0.863861029076697,0.2,-5.49547297244275,NA,5
"mult","MSY","GA","hr","all","one-way","sbb",1,1,1,1.4,1,1.34,Inf,0,0.16828,0.50092,0.08384,0.00428,256.040090025934,0.226477457629626,81.4702630002105,0.998850487260523,1.03546126767404,1.08744783667574,0.258008520679148,-0.514885870094365,1,NA
"mult","MSY","GA","hr","all","random","sbb",1,1,1,1.4,1,0.78,Inf,0,0.3038,0.4976,0.23416,0.06588,257.513706439661,0.200706937355118,72.879440646448,1.00459928414908,0.917637728539734,0.972779357161436,0.237474548699706,-0.573094475687347,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","sbb",1,1,1,1.4,1,1.54,1.2,0.7,0.2176,0.4956,0.12716,0.01292,257.859294166947,0.213466127542447,79.4482727519615,1.00594747329303,0.975973102771422,1.06045873856479,0.2,-0.484006211857821,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","sbb",1,1,1,1.4,1,0.9,1.2,0.7,0.34464,0.49704,0.29312,0.14972,258.342726806691,0.165421544948323,68.6303238518381,1.00783341595036,0.756311928019372,0.916063045025939,0.2,-0.636410370924422,1,NA
"mult","MSY-PA","GA","hr","all","one-way","sbb",1,1,1,1.4,1,0.96,Inf,0,0.04908,0.17544,0.0262,0,372.898488940245,0.161337989533814,78.9352951832009,1.45473248872452,0.737641798504587,1.05361162248993,0.229790975294415,-0.759312784713074,1,0.0211776982042171
"mult","MSY-PA","GA","hr","all","random","sbb",1,1,1,1.4,1,0.44,Inf,0,0.05076,0.14268,0.03332,0,470.829755507763,0.123083867859744,69.4092708164594,1.83677693074568,0.562742884780612,0.926460264334785,0.216227819831976,-1.17532781436562,1,0.0487833281227566
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","sbb",1,1,1,1.4,1,0.94,1.2,0.7,0.04948,0.1348,0.02844,0,418.74939011373,0.141976256743213,77.6697056984293,1.63360367633358,0.649119414910419,1.03671880176427,0.2,-0.896164743249293,1,0.0258422651514428
"mult","MSY-PA","GA_cond_cap","hr","all","random","sbb",1,1,1,1.4,1,0.45,1.2,0.7,0.05048,0.12264,0.03492,0.00124,504.351740052564,0.112087715348469,68.08433065737,1.96755118017326,0.512468168091225,0.90877524336311,0.2,-1.30124025106838,1,0.0424643142582216
"all","MSY","GA","hr","all","one-way","sbb",0,3,1,0.5,1,1.29,Inf,0.33,0.16632,0.48128,0.08524,0.00268,261.60377103303,0.22778341161819,81.9806192362802,1.02055523468635,1.04143212581893,1.09425996375635,0.107294682285999,-0.388429880728701,32,NA
"all","MSY","GA","hr","all","random","sbb",0,3,1,0.8,1,0.78,2.05,0.32,0.30584,0.50048,0.23472,0.0624,256.069954782134,0.211012199741828,74.9952687705581,0.998966994118021,0.964753676265123,1.00102098338934,0.106386721792706,-0.414280711064028,32,NA
"all","MSY-PA","GA","hr","all","one-way","sbb",0,2,1,1.4,1,0.95,Inf,0.16,0.04552,0.16272,0.02452,0,375.672332918031,0.163295652977807,80.4069802290408,1.46555366680064,0.746592290498856,1.0732553631682,0.1329241256285,-0.675317143561165,18,0.00358398796383201
"all","MSY-PA","GA","hr","all","random","sbb",0,2,1,1,1,0.45,Inf,0.07,0.05104,0.14816,0.033,0,460.652538473444,0.13077601819463,71.4510419688553,1.79707409283207,0.597911611153042,0.953713393769927,0.12358130471469,-1.02297403538604,14,0.0560320316092143
"all","MSY-PA","GA_cond_cap","hr","all","one-way","sbb",0,3,1,1.7,1,0.97,1.2,0.7,0.0482,0.1646,0.02616,0,381.09902050401,0.160777419480022,80.7252095938408,1.48672398250751,0.735078856547382,1.07750302141275,0.120875242511967,-0.698762050247279,18,0.0136598038150553
"all","MSY-PA","GA_cond_cap","hr","all","random","sbb",1,1,1,1.4,1,0.45,1.2,0.7,0.05048,0.12264,0.03492,0.00124,504.351740052564,0.112087715348469,68.08433065737,1.96755118017326,0.512468168091225,0.90877524336311,0.2,-1.30124025106838,10,0.0424643142582216
"none","MSY","GA","hr","all","one-way","ple",1,1,1,1.4,1,1,Inf,0,0.04452,0.14976,0.01264,0,353.211199626473,0.153775020384908,95.3923038685208,1.50927311242064,0.728211982619261,1.05129908186691,0.229923679696419,-0.835015873983963,NA,NA
"none","MSY","GA","hr","all","random","ple",1,1,1,1.4,1,1,Inf,0,0.43376,0.57596,0.32572,0.10336,193.360813957554,0.198620227244903,85.4414198486796,0.826231664824118,0.940579484940162,0.94163242313685,0.261257004808025,-0.927152916847056,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","ple",1,1,1,1.4,1,1,1.2,0.7,0.04416,0.1214,0.01484,0,389.168916498193,0.139182219780712,93.9922920926068,1.66292060524055,0.65910679093501,1.0358698382599,0.2,-0.94295044350045,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","ple",1,1,1,1.4,1,1,1.2,0.7,0.35464,0.47972,0.27348,0.12784,246.224655648347,0.159715407460864,84.7870876734544,1.05211910827877,0.756343086353018,0.934421161985234,0.2,-0.67233794629354,NA,NA
"none","MSY-PA","GA","hr","all","one-way","ple",1,1,1,1.4,1,1,Inf,0,0.04452,0.14976,0.01264,0,353.211199626473,0.153775020384908,95.3923038685208,1.50927311242064,0.728211982619261,1.05129908186691,0.229923679696419,-0.792670285834568,NA,0.00217441185060494
"none","MSY-PA","GA","hr","all","random","ple",1,1,1,1.4,1,1,Inf,0,0.43376,0.57596,0.32572,0.10336,193.360813957554,0.198620227244903,85.4414198486796,0.826231664824118,0.940579484940162,0.94163242313685,0.261257004808025,-5.49339291684706,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","ple",1,1,1,1.4,1,1,1.2,0.7,0.04416,0.1214,0.01484,0,389.168916498193,0.139182219780712,93.9922920926068,1.66292060524055,0.65910679093501,1.0358698382599,0.2,-0.90060679506654,NA,0.00181635156609038
"none","MSY-PA","GA_cond_cap","hr","all","random","ple",1,1,1,1.4,1,1,1.2,0.7,0.35464,0.47972,0.27348,0.12784,246.224655648347,0.159715407460864,84.7870876734544,1.05211910827877,0.756343086353018,0.934421161985234,0.2,-5.31769794629354,NA,5
"mult","MSY","GA","hr","all","one-way","ple",1,1,1,1.4,1,1.46,Inf,0,0.19904,0.49308,0.06352,0,235.709841001423,0.216369598617142,99.5602427201976,1.00718925598226,1.02463283043718,1.09723308398604,0.264517360635277,-0.56797970060358,1,NA
"mult","MSY","GA","hr","all","random","ple",1,1,1,1.4,1,0.87,Inf,0,0.34852,0.4986,0.24436,0.05356,234.777541483131,0.193656196295985,88.1594372026349,1.0032055357685,0.917071981510494,0.971587136806938,0.245125201954216,-0.625263600915776,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","ple",1,1,1,1.4,1,1.71,1.2,0.7,0.24928,0.4978,0.11068,0.00952,234.780318689751,0.204120697290014,96.5903915224844,1.00321740278541,0.966627331897762,1.06450296100106,0.2,-0.517000363786471,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","ple",1,1,1,1.4,1,1.04,1.2,0.7,0.37444,0.49808,0.29192,0.1398,235.202652359744,0.160428223666781,83.7593314479756,1.00502203653786,0.759718675582363,0.923094470707099,0.2,-0.656367565830765,1,NA
"mult","MSY-PA","GA","hr","all","one-way","ple",1,1,1,1.4,1,1.03,Inf,0,0.04884,0.16736,0.01344,0,343.340758584522,0.15808206226234,96.0600166695234,1.46709667156003,0.748608269980748,1.0586578081601,0.231106741427906,-0.775653154940535,1,0.018791933792504
"mult","MSY-PA","GA","hr","all","random","ple",1,1,1,1.4,1,0.42,Inf,0,0.04852,0.11652,0.02476,0,481.000789567765,0.108729437337939,80.4284469437981,2.05531862952093,0.514895585347672,0.886385473450119,0.215435832632191,-1.40039132199078,1,0.0160223332877844
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","ple",1,1,1,1.4,1,1.06,1.2,0.7,0.04992,0.14628,0.0164,0,370.03556751931,0.146173282167358,95.2102693348623,1.58116371532617,0.692213438480569,1.049292916481,0.2,-0.862617174141757,1,0.0321605423345931
"mult","MSY-PA","GA_cond_cap","hr","all","random","ple",1,1,1,1.4,1,0.44,1.2,0.7,0.05064,0.10584,0.02808,6e-04,503.959439625531,0.102339107564888,79.6887423915344,2.15342104888448,0.484633747618914,0.878233340782064,0.2,-1.52115623493886,1,0.0459685268364403
"all","MSY","GA","hr","all","one-way","ple",0,3,1,0.5,1,1.42,Inf,0.5,0.21076,0.4936,0.07616,0,235.537310010558,0.22120418482693,99.4784086686101,1.0064520302492,1.04752733957241,1.09633120763113,0.110850622749052,-0.424393860629381,37,NA
"all","MSY","GA","hr","all","random","ple",0,3,1,1,1,0.86,Inf,0.46,0.34596,0.4964,0.2426,0.05532,235.998890218591,0.202572306286887,90.7133572683293,1.00842436464275,0.959294821848768,0.999733367806103,0.108539721723632,-0.463190718560277,34,NA
"all","MSY-PA","GA","hr","all","one-way","ple",0,2,1,1.3,1,1.04,Inf,0.07,0.04816,0.16764,0.01296,0,339.309818547879,0.163667089215073,98.1171689258625,1.44987244587999,0.77505654187856,1.08132926267628,0.134746691171391,-0.679338445658729,18,0.0133900459310656
"all","MSY-PA","GA","hr","all","random","ple",0,3,1,0.8,1,0.41,Inf,0.25,0.04612,0.10968,0.0236,0,488.340263663948,0.109347642628894,81.7779804730067,2.08668023675306,0.517823138206812,0.901258406618408,0.0908770557608419,-1.28113555068583,24,0.00483666479033886
"all","MSY-PA","GA_cond_cap","hr","all","one-way","ple",0,3,1,1.5,1,1.02,1.2,0.7,0.0492,0.156,0.01572,0,354.360787474302,0.1557043117431,97.3397232452548,1.51418530668551,0.737348271995017,1.07276119274739,0.120421647949964,-0.729849513187566,30,0.0224813658047059
"all","MSY-PA","GA_cond_cap","hr","all","random","ple",0,2,1,1.1,1,0.42,1.2,0.7,0.04804,0.10688,0.02664,0,492.641444516325,0.108051209750316,81.0970909041601,2.10505920270605,0.511683792853587,0.893754461860266,0.145585279222811,-1.36950225737245,26,0.0126122373038484
"none","MSY","GA","hr","all","one-way","syc2",1,1,1,1.4,1,1,Inf,0,0.0654,0.17572,0.00812,0,304.375557827878,0.123896098372096,136.664778142253,1.43544420288216,0.816196262746313,1.11712719462543,0.237661441005266,-0.855632838512851,NA,NA
"none","MSY","GA","hr","all","random","syc2",1,1,1,1.4,1,1,Inf,0,0.4302,0.53964,0.2784,0.01628,192.666207154278,0.162374467333261,129.164570431575,0.908619575515636,1.06968205733813,1.05581888890955,0.230627873113082,-0.808027186506992,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","syc2",1,1,1,1.4,1,1,1.2,0.7,0.03868,0.10196,0.00488,0,345.452475828775,0.109874609106046,131.716855652897,1.62916417250599,0.72382622617973,1.07668181546559,0.2,-0.94452598797158,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","syc2",1,1,1,1.4,1,1,1.2,0.7,0.3488,0.46124,0.19556,0,230.595430044261,0.152379678201982,130.122438076222,1.08749492117673,1.00383890615682,1.06364870438383,0.2,-0.699943625560561,NA,NA
"none","MSY-PA","GA","hr","all","one-way","syc2",1,1,1,1.4,1,1,Inf,0,0.0654,0.17572,0.00812,0,304.375557827878,0.123896098372096,136.664778142253,1.43544420288216,0.816196262746313,1.11712719462543,0.237661441005266,-5.47536605822787,NA,4.68513321971502
"none","MSY-PA","GA","hr","all","random","syc2",1,1,1,1.4,1,1,Inf,0,0.4302,0.53964,0.2784,0.01628,192.666207154278,0.162374467333261,129.164570431575,0.908619575515636,1.06968205733813,1.05581888890955,0.230627873113082,-5.37782718650699,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","syc2",1,1,1,1.4,1,1,1.2,0.7,0.03868,0.10196,0.00488,0,345.452475828775,0.109874609106046,131.716855652897,1.62916417250599,0.72382622617973,1.07668181546559,0.2,-0.905963310290028,NA,0.00011732231844797
"none","MSY-PA","GA_cond_cap","hr","all","random","syc2",1,1,1,1.4,1,1,1.2,0.7,0.3488,0.46124,0.19556,0,230.595430044261,0.152379678201982,130.122438076222,1.08749492117673,1.00383890615682,1.06364870438383,0.2,-5.35114362556056,NA,5
"mult","MSY","GA","hr","all","one-way","syc2",1,1,1,1.4,1,1.25,Inf,0,0.26452,0.4974,0.06688,0,212.663326605099,0.165257102375541,145.524763896062,1.00292658687643,1.08867213030479,1.18955061757403,0.262976587138432,-0.719973791588898,1,NA
"mult","MSY","GA","hr","all","random","syc2",1,1,1,1.4,1,0.95,Inf,0,0.38472,0.49612,0.23816,0.0108,213.904526012798,0.154442919806422,128.804995752952,1.00878012027812,1.01743102171828,1.05287964840114,0.225257127619246,-0.671636896298502,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","syc2",1,1,1,1.4,1,1.39,1.2,0.7,0.25728,0.49068,0.06124,0,213.949972304942,0.16459013417865,144.645901845608,1.00899444634644,1.08427831196162,1.18236661076385,0.2,-0.648641057110285,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","syc2",1,1,1,1.4,1,1.04,1.2,0.7,0.3816,0.49664,0.22612,0,213.593408939273,0.159278471486012,130.432483313997,1.00731288288628,1.04928641717508,1.06618308062466,0.2,-0.655095963510934,1,NA
"mult","MSY-PA","GA","hr","all","one-way","syc2",1,1,1,1.4,1,0.95,Inf,0,0.0482,0.13344,0.00528,0,326.224582705652,0.115651700340295,133.435959391143,1.53848485543405,0.761884246867168,1.09073413796216,0.233196454895104,-0.876075252106366,1,0.0136598038150553
"mult","MSY-PA","GA","hr","all","random","syc2",1,1,1,1.4,1,0.52,Inf,0,0.05104,0.08788,0.02208,0,495.903912163917,0.0719435156492597,101.364227728263,2.33869763059234,0.473945744646479,0.828572927836463,0.204929234401686,-1.77108596876677,1,0.0560320316092143
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","syc2",1,1,1,1.4,1,1.05,1.2,0.7,0.04848,0.13136,0.00604,0,325.182571565157,0.116990787035488,134.731271210759,1.53357069983746,0.77070581244083,1.10132229446366,0.2,-0.850599060725268,1,0.0157060664241471
"mult","MSY-PA","GA_cond_cap","hr","all","random","syc2",1,1,1,1.4,1,0.57,1.2,0.7,0.0514,0.0904,0.02124,0,486.494246452286,0.0752791656833868,104.63758748252,2.29432136663339,0.495920166177556,0.855330072208119,0.2,-1.7059258835636,1,0.0669345891383238
"all","MSY","GA","hr","all","one-way","syc2",1,4,1,0.2,1,1.09,Inf,0.07,0.1438,0.34652,0.0188,0,246.538177822005,0.147756208355597,140.215832981869,1.16268139488339,0.973380652352849,1.14615427815687,0.0601279159897561,-0.512763589030019,13,NA
"all","MSY","GA","hr","all","random","syc2",0,5,1,0.6,1,0.93,Inf,0.34,0.38936,0.499,0.24444,0.00384,212.47665566068,0.167652040016772,130.071679882463,1.00204624113867,1.10444937573839,1.06323379602653,0.050881243469759,-0.505521280634966,28,NA
"all","MSY-PA","GA","hr","all","one-way","syc2",1,3,1,0.2,1,0.93,Inf,0.02,0.0484,0.1352,0.00452,0,322.750437131047,0.116726622344662,131.612632787472,1.52210068135442,0.768965562051714,1.07582987542039,0.0753981009115391,-0.688420739309887,13,0.0150920816235421
"all","MSY-PA","GA","hr","all","random","syc2",1,4,1,0.6,1,0.53,Inf,0.24,0.048,0.08308,0.02112,0,491.018013339721,0.0757632302968953,104.031097716761,2.31565558610916,0.499109061822088,0.850372494843996,0.0590594799543855,-1.53670568700272,28,0.0123631157831738
"all","MSY-PA","GA_cond_cap","hr","all","one-way","syc2",1,4,1,1.4,1,0.96,1.2,0.7,0.04768,0.12896,0.00484,0,319.47834034257,0.118598935475705,134.776276238288,1.50666937537241,0.781299888962146,1.10169017520682,0.0705065106691997,-0.68940506655864,24,0.0105390053102162
"all","MSY-PA","GA_cond_cap","hr","all","random","syc2",1,4,1,1.5,1,0.54,1.2,0.7,0.04864,0.08572,0.02068,0,484.080816584714,0.0770047640601497,105.315889418975,2.28293955944365,0.507287973272539,0.860874657650553,0.0632976021490844,-1.50237223245676,18,0.0170097285145863
"none","MSY","GA","hr","all","one-way","arg",1,1,1,1.4,1,1,Inf,0,0.05004,0.14844,0.00792,0,322.272857488144,0.124074469192445,129.267620631072,1.46206334136441,0.791590278811469,1.10729282315983,0.236736352128958,-0.856132516653198,NA,NA
"none","MSY","GA","hr","all","random","arg",1,1,1,1.4,1,1,Inf,0,0.4184,0.54312,0.27888,0.00164,199.200270213216,0.174587381376455,123.087021014227,0.903716853285855,1.11386069027944,1.05435045781617,0.229073365280675,-0.79810696981099,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","arg",1,1,1,1.4,1,1,1.2,0.7,0.0408,0.10168,0.00708,0,362.586144548185,0.110673215497546,124.29596082461,1.64495364010001,0.706090802425925,1.06470610889982,0.2,-0.950459748999832,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","arg",1,1,1,1.4,1,1,1.2,0.7,0.33524,0.46744,0.1996,0,236.26776002966,0.158030016997757,123.673695442267,1.07188186240089,1.00822535071101,1.05937584917503,0.2,-0.666497711575914,NA,NA
"none","MSY-PA","GA","hr","all","one-way","arg",1,1,1,1.4,1,1,Inf,0,0.05004,0.14844,0.00792,0,322.272857488144,0.124074469192445,129.267620631072,1.46206334136441,0.791590278811469,1.10729282315983,0.236736352128958,-0.840228178763889,NA,0.0341356621106907
"none","MSY-PA","GA","hr","all","random","arg",1,1,1,1.4,1,1,Inf,0,0.4184,0.54312,0.27888,0.00164,199.200270213216,0.174587381376455,123.087021014227,0.903716853285855,1.11386069027944,1.05435045781617,0.229073365280675,-5.37970696981099,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","arg",1,1,1,1.4,1,1,1.2,0.7,0.0408,0.10168,0.00708,0,362.586144548185,0.110673215497546,124.29596082461,1.64495364010001,0.706090802425925,1.06470610889982,0.2,-0.909998369747931,NA,0.000338620748098851
"none","MSY-PA","GA_cond_cap","hr","all","random","arg",1,1,1,1.4,1,1,1.2,0.7,0.33524,0.46744,0.1996,0,236.26776002966,0.158030016997757,123.673695442267,1.07188186240089,1.00822535071101,1.05937584917503,0.2,-5.33125771157591,NA,5
"mult","MSY","GA","hr","all","one-way","arg",1,1,1,1.4,1,1.27,Inf,0,0.21352,0.49416,0.044,0,221.654983733461,0.170774955769912,138.797867632329,1.00558771431547,1.08953756346316,1.18892791519538,0.263293857146409,-0.671329486657251,1,NA
"mult","MSY","GA","hr","all","random","arg",1,1,1,1.4,1,0.95,Inf,0,0.37032,0.49728,0.23264,0.00024,222.059325299635,0.164248194331731,123.19197385456,1.00742210082229,1.04789707980675,1.05524947279226,0.222330769755968,-0.655322343370525,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","arg",1,1,1,1.4,1,1.4,1.2,0.7,0.21116,0.48884,0.04792,0,222.736013623984,0.168044320796674,137.020184786302,1.01049204968572,1.07211621873473,1.17370047117149,0.2,-0.595352520857214,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","arg",1,1,1,1.4,1,1.04,1.2,0.7,0.37232,0.5028,0.23324,0.00024,219.307092749903,0.166070910376277,123.460996108289,0.994935978505831,1.05952593714772,1.05755388908282,0.2,-0.63493791057699,1,NA
"mult","MSY-PA","GA","hr","all","one-way","arg",1,1,1,1.4,1,0.99,Inf,0,0.04796,0.14104,0.00768,0,326.621227866494,0.122417460386856,128.630927896475,1.48179070213072,0.781018627198157,1.10183898025521,0.235837244970017,-0.831585830400819,1,0.0121189030448698
